x,y
1.4259575129211046,7.039922928289412
2.1479586030659386,5.277479384876271
5.485042514984512,12.931366666928417
6.587174514997313,15.027829515553215
8.70286768446516,19.032644914998407
10.399734790727408,19.582380893529375
14.028093188969166,22.764505885581762
14.528185886657846,23.267474271071805
16.960438587506367,22.243771529212083
19.866834686625886,18.694334148620527
22.1599007386827,19.520194671043075
23.98141246741418,15.435682813230173
26.67683237437882,13.460515622921065
27.986094240028677,8.029599425929506
28.915040754366895,8.060802414039738
30.951975043235898,5.820045621941534
32.88468792910077,-0.5422158648064177
36.2123213709919,-8.686236622988678
36.55945805753625,-8.242439982583353
39.99698543324179,-13.179160424113949
41.16220794608081,-16.268734316304386
43.78659286978802,-17.205400045273983
44.10264622416665,-18.193318395143287
48.48595493845359,-17.26391315044686
50.29532041450988,-14.070835894704858
50.92611201312532,-14.44878504264733
53.69809241225228,-12.451832596205978
56.7092036453173,-10.284149987279749
56.35189175597959,-7.188221807531242
59.935420379966835,-2.393471176415681
60.54932668647437,0.2811286952438472
63.63961207585868,2.5815722520857927
64.15902176451219,4.007360543738818
66.65426645420489,11.891046113606045
70.75027359527796,16.910228782533274
71.21205437317163,15.431414102058678
73.56227748005061,19.276662442679044
76.86184513812042,20.806829981508763
77.8387777881336,20.699092001524303
78.25562383759967,23.280204448802216
82.24653347985745,21.042410195549476
83.97693406217897,18.66963586188852
86.31823683700394,16.25818173666763
87.49099344692758,13.721502483934447
89.20146364430607,11.992501955867713
92.52754106558841,4.518552886397635
93.53000293758252,5.4681920036173
95.57453097819895,-1.2534100172808342
98.85996768604109,-8.418815897001412
98.28251237198312,-3.7592328951691227
